ID;Name;Render_Type;Can_Be_Shared;;;;
OOT_SONG_TP_LIGHT;Prelude of Light (OoT);song_yellow;true;;;;
OOT_SONG_TP_SHADOW;Nocturne of Shadow (OoT);song_purple;true;;;;
OOT_SONG_TP_SPIRIT;Requiem of Spirit (OoT);song_orange;true;;;;
OOT_SONG_TP_WATER;Serenade of Water (OoT);song_blue;true;;;;
OOT_SONG_ZELDA;Zelda's Lullaby (OoT);song;true;;;;
OOT_SOUL_ANIMAL_BUTTERFLY;Soul of Butterflies (OoT);soul_of_animal;true;;;;
OOT_SOUL_ANIMAL_COW;Soul of Cows (OoT);soul_of_animal;true;;;;
OOT_SOUL_ANIMAL_CUCCO;Soul of Cuccos (OoT);soul_of_animal;true;;;;
OOT_SOUL_ANIMAL_DOG;Soul of Dogs (OoT);soul_of_animal;true;;;;
OOT_SOUL_BOSS_BARINADE;Soul of Barinade;soul_of_boss;false;;;;
OOT_SOUL_BOSS_BONGO_BONGO;Soul of Bongo Bongo;soul_of_boss;false;;;;
OOT_SOUL_BOSS_KING_DODONGO;Soul of King Dodongo;soul_of_boss;false;;;;
OOT_SOUL_BOSS_MORPHA;Soul of Morpha;soul_of_boss;false;;;;
OOT_SOUL_BOSS_PHANTOM_GANON;Soul of Phantom Ganon;soul_of_boss;false;;;;
OOT_SOUL_BOSS_QUEEN_GOHMA;Soul of Queen Gohma;soul_of_boss;false;;;;
OOT_SOUL_BOSS_TWINROVA;Soul of Twinrova;soul_of_boss;false;;;;
OOT_SOUL_BOSS_VOLVAGIA;Soul of Volvagia;soul_of_boss;false;;;;
OOT_SOUL_ENEMY_ANUBIS;Soul of Anubis;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_ARMOS;Soul of Armos (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_BABY_DODONGO;Soul of Baby Dodongos;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_BEAMOS;Soul of Beamos (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_BIRI_BARI;Soul of Biris/Baris;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_BUBBLE;Soul of Bubbles (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_DARK_LINK;Soul of Dark Link;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_DEAD_HAND;Soul of Dead Hands;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_DEKU_BABA;Soul of Deku Babas (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_DEKU_SCRUB;Soul of Deku Scrubs (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_DODONGO;Soul of Dodongos (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_FLARE_DANCER;Soul of Flare Dancers;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_FLOORMASTER;Soul of Floormasters (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_FLYING_POT;Soul of Flying Pots (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_FREEZARD;Soul of Freezards (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_GOHMA_LARVA;Soul of Gohma Larvaes;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_GUAY;Soul of Guays (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_IRON_KNUCKLE;Soul of Iron Knuckles (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_KEESE;Soul of Keese (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_LEEVER;Soul of Leevers (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_LIKE_LIKE;Soul of Like Likes (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_LIZALFOS_DINOLFOS;Soul of Lizalfos/Dinolfos (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_MOBLIN;Soul of Moblins;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_OCTOROK;Soul of Octoroks (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_PARASITE;Soul of Jabu-Jabu's Parasites;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_PEAHAT;Soul of Peahats (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_POE;Soul of Poes (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_REDEAD_GIBDO;Soul of ReDeads/Gibdos (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_SHABOM;Soul of Shaboms;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_SHELL_BLADE;Soul of Shell Blades (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_SKULL_KID;Soul of Skull Kids (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_SKULLTULA;Soul of Skulltulas (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_SKULLWALLTULA;Soul of Skullwalltulas (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_SPIKE;Soul of Spikes;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_STALCHILD;Soul of Stalchildren (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_STALFOS;Soul of Stalfos (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_STINGER;Soul of Stingers;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_TAILPASARN;Soul of Tailpasarans;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_TEKTITE;Soul of Tektites (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_THIEVES;Soul of the Fighting Gerudos;soul_of_foe;true;;;;
OOT_SOUL_ENEMY_TORCH_SLUG;Soul of Torch Slugs;soul_of_foe;false;;;;
OOT_SOUL_ENEMY_WALLMASTER;Soul of Wallmasters (OoT);soul_of_foe;true;;;;
OOT_SOUL_ENEMY_WOLFOS;Soul of Wolfoses (OoT);soul_of_foe;true;;;;
OOT_SOUL_MISC_BUSINESS_SCRUB;Soul of Business Scrubs (OoT);soul_of_npc;true;;;;
OOT_SOUL_MISC_GS;Soul of Gold Skulltulas (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_ANJU;Soul of Cucco Lady;soul_of_npc;true;;;;
OOT_SOUL_NPC_ASTRONOMER;Soul of the Astronomer (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_BANKER;Soul of the Beggar;soul_of_npc;true;;;;
OOT_SOUL_NPC_BAZAAR_SHOPKEEPER;Soul of Bazaar Shopkeeper;soul_of_npc;true;;;;
OOT_SOUL_NPC_BEAN_SALESMAN;Soul of the Bean Salesman (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_BIGGORON;Soul of Biggoron (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_BOMBCHU_BOWLING_LADY;Soul of Bombchu Bowling Lady;soul_of_npc;true;;;;
OOT_SOUL_NPC_BOMBCHU_SHOPKEEPER;Soul of Bombchu Shopkeeper;soul_of_npc;true;;;;
OOT_SOUL_NPC_BOMBERS;Soul of Graveyard Kid;soul_of_npc;true;;;;
OOT_SOUL_NPC_CARPENTERS;Soul of Carpenters (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_CARPET_MAN;Soul of the Carpet Man;soul_of_npc;true;;;;
OOT_SOUL_NPC_CHEST_GAME_OWNER;Soul of Chest Game Owner;soul_of_npc;true;;;;
OOT_SOUL_NPC_CITIZEN;Soul of the Citizens (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_COMPOSER_BROS;Soul of Composer Bros. (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_DAMPE;Soul of Dampe (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_DARUNIA;Soul of Darunia;soul_of_npc;false;;;;
OOT_SOUL_NPC_DOG_LADY;Soul of the Dog Lady (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_FISHING_POND_OWNER;Soul of Fishing Pond Owner;soul_of_npc;false;;;;
OOT_SOUL_NPC_GORMAN;Soul of Ingo;soul_of_npc;true;;;;
OOT_SOUL_NPC_GORON;Soul of Goron (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_GORON_CHILD;Soul of Goron Child (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_GORON_SHOPKEEPER;Soul of Goron Shopkeeper (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_GROG;Soul of the Punk Kid;soul_of_npc;true;;;;
OOT_SOUL_NPC_GURU_GURU;Soul of Guru-Guru (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_HONEY_DARLING;Soul of Honey & Darling (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_HYLIAN_GUARD;Soul of Hylian Guard;soul_of_npc;false;;;;
OOT_SOUL_NPC_KING_ZORA;Soul of King Zora;soul_of_npc;false;;;;
OOT_SOUL_NPC_KOKIRI;Soul of Kokiri;soul_of_npc;false;;;;
OOT_SOUL_NPC_KOKIRI_SHOPKEEPER;Soul of Kokiri Shopkeeper;soul_of_npc;false;;;;
OOT_SOUL_NPC_MALON;Soul of Malon;soul_of_npc;true;;;;
OOT_SOUL_NPC_MEDIGORON;Soul of Medigoron;soul_of_npc;true;;;;
OOT_SOUL_NPC_MIDO;Soul of Mido;soul_of_npc;false;;;;
OOT_SOUL_NPC_OLD_HAG;Soul of the Old Hag;soul_of_npc;true;;;;
OOT_SOUL_NPC_POE_COLLECTOR;Soul of Poe Collector;soul_of_npc;true;;;;
OOT_SOUL_NPC_POTION_SHOPKEEPER;Soul of Potion Shopkeeper;soul_of_npc;false;;;;
OOT_SOUL_NPC_ROOFTOP_MAN;Soul of the Rooftop Man;soul_of_npc;true;;;;
OOT_SOUL_NPC_RUTO;Soul of Ruto;soul_of_npc;true;;;;
OOT_SOUL_NPC_SARIA;Soul of Saria;soul_of_npc;false;;;;
OOT_SOUL_NPC_SCIENTIST;Soul of the Scientist (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_SHEIK;Soul of Sheik;soul_of_npc;false;;;;
OOT_SOUL_NPC_SHOOTING_GALLERY_OWNER;Soul of Shooting Gallery Owner;soul_of_npc;true;;;;
OOT_SOUL_NPC_TALON;Soul of Talon;soul_of_npc;true;;;;
OOT_SOUL_NPC_THIEVES;Soul of the Patrolling Gerudos;soul_of_npc;true;;;;
OOT_SOUL_NPC_ZELDA;Soul of Zelda;soul_of_npc;false;;;;
OOT_SOUL_NPC_ZORA;Soul of Zora (OoT);soul_of_npc;true;;;;
OOT_SOUL_NPC_ZORA_SHOPKEEPER;Soul of Zora Shopkeeper (OoT);soul_of_npc;true;;;;
OOT_SPELL_FIRE;Din's Fire (OoT);din;true;;;;
OOT_SPELL_LOVE;Nayru's Love (OoT);nayru;true;;;;
OOT_SPELL_WIND;Farore's Wind (OoT);farore;true;;;;
OOT_SPIN_UPGRADE;Spin Attack Upgrade (OoT);spin;true;;;;
OOT_STICK;Deku Stick (OoT);stick;true;;;;
OOT_STICK_UPGRADE;Deku Stick Upgrade (OoT);stick_upgrade_1;true;;;;
OOT_STICK_UPGRADE2;Second Deku Stick Upgrade (OoT);stick_upgrade_2;true;;;;
OOT_STICKS_10;10 Deku Sticks (OoT);stick;true;;;;
OOT_STICKS_5;5 Deku Sticks (OoT);stick;true;;;;
OOT_STONE_EMERALD;Kokiri's Emerald;emerald;false;;;;
OOT_STONE_OF_AGONY;Stone of Agony (OoT);agony;true;;;;
OOT_STONE_RUBY;Goron's Ruby;ruby;false;;;;
OOT_STONE_SAPPHIRE;Zora's Sapphire;sapphire;false;;;;
OOT_STRENGTH;Progressive Strength (OoT);bracelet;true;;;;
OOT_SWORD;Progressive Sword (OoT);kokiri;true;;;;
OOT_SWORD_BIGGORON;Biggoron's Sword;biggoron;true;;;;
OOT_SWORD_GILDED;Gilded Sword (OoT);gilded;true;;;;
OOT_SWORD_GORON;Progressive Goron Sword;biggoron;true;;;;
OOT_SWORD_KNIFE;Giant's Knife;biggoron;true;;;;
OOT_SWORD_KOKIRI;Kokiri Sword (OoT);kokiri;true;;;;
OOT_SWORD_MASTER;Master Sword;master;false;;;;
OOT_SWORD_RAZOR;Razor Sword (OoT);razor;true;;;;
OOT_TC_HEART_PIECE;Piece of Heart (OoT);heart_piece;true;;;;
OOT_TC_RUPEE_BLUE;Blue Rupee (OoT);blue_rupee;true;;;;
OOT_TC_RUPEE_GREEN;Green Rupee (OoT);rupee;true;;;;
OOT_TC_RUPEE_PURPLE;Purple Rupee (OoT);purple_rupee;true;;;;
OOT_TC_RUPEE_RED;Red Rupee (OoT);red_rupee;true;;;;
OOT_TC_SMALL_KEY;Small Key (OoT);small_key;false;;;;
OOT_TRAP_ANTI_MAGIC;Anti-Magic Trap;magic_trap;false;;;;
OOT_TRAP_DRAIN;Drain Trap;drain_trap;false;;;;
OOT_TRAP_FIRE;Fire Trap;fire_trap;false;;;;
OOT_TRAP_ICE;Ice Trap;ice_trap;false;;;;
OOT_TRAP_KNOCKBACK;Knockback Trap;knockback_trap;false;;;;
OOT_TRAP_RUPOOR;Rupoor;rupoor;false;;;;
OOT_TRAP_SHOCK;Shock Trap;shock_trap;false;;;;
OOT_TRIFORCE;Triforce Piece;triforce_piece;true;;;;
OOT_TRIFORCE_COURAGE;Triforce of Courage;triforce_courage;true;;;;
OOT_TRIFORCE_FULL;Triforce (OoT);triforce_piece;true;;;;
OOT_TRIFORCE_POWER;Triforce of Power;triforce_power;true;;;;
OOT_TRIFORCE_WISDOM;Triforce of Wisdom;triforce_wisdom;true;;;;
OOT_TUNIC_GORON;Goron Tunic (OoT);goron_tunic;true;;;;
OOT_TUNIC_ZORA;Zora Tunic (OoT);zora_tunic;true;;;;
OOT_UNK_7D;Unknown;none;false;;;;
OOT_UNK_7E;Unknown;none;false;;;;
OOT_UNK_7F;Unknown;none;false;;;;
OOT_UNUSED_ICE_TRAP;Ice Trap (OoT);ice_trap;false;;;;
OOT_PROG_WALLET;Progressive Wallet (OoT);wallet;true;;;;
OOT_WALLET;Child's Wallet (OoT);child_wallet;true;;;;
OOT_WALLET2;Adult's Wallet (OoT);wallet;true;;;;
OOT_WALLET3;Giant's Wallet (OoT);big_wallet;true;;;;
OOT_WALLET4;Colossal Wallet (OoT);colossal_wallet;true;;;;
OOT_WALLET5;Bottomless Wallet (OoT);bottomless_wallet;true;;;;
OOT_WEIRD_EGG;Weird Egg;egg;false;;;;
OOT_WEIRD_MUSHROOM;Magic Mushroom;mushroom;true;;;;
OOT_ZELDA_LETTER;Zelda's Letter;letter;false;;;;
SHARED_ARROW_FIRE;Shared Fire Arrows;fire_arrow;false;;;;
SHARED_ARROW_ICE;Shared Ice Arrows;ice_arrow;false;;;;
SHARED_ARROW_LIGHT;Shared Light Arrows;light_arrow;false;;;;
SHARED_ARROWS_10;10 Arrows;arrow;false;;;;
SHARED_ARROWS_30;30 Arrows;arrow;false;;;;
SHARED_ARROWS_40;40 Arrows;arrow;false;;;;
SHARED_ARROWS_5;5 Arrows;arrow;false;;;;
SHARED_BIG_POE;Big Poe;bottled_big_poe;false;;;;
SHARED_BLUE_FIRE;Blue Fire;blue_fire;false;;;;
SHARED_BOMB;1 Bomb;bomb;false;;;;
SHARED_BOMB_BAG;Shared Bomb Bag;bomb_bag;false;;;;
SHARED_BOMBCHU;Bombchu;bomb;false;;;;
SHARED_BOMBCHU_10;10 Bombchu;bomb;false;;;;
SHARED_BOMBCHU_20;20 Bombchu;bomb;false;;;;
SHARED_BOMBCHU_5;5 Bombchu;bomb;false;;;;
SHARED_BOMBCHU_BAG;Bombchu Bag;bombchu_bag;false;;;;
SHARED_BOMBS_10;10 Bombs;bomb;false;;;;
SHARED_BOMBS_20;20 Bombs;bomb;false;;;;
SHARED_BOMBS_30;30 Bombs;bomb;false;;;;
SHARED_BOMBS_5;5 Bombs;bomb;false;;;;
SHARED_BOOTS_HOVER;Hover Boots;hover;false;;;;
SHARED_BOOTS_IRON;Iron Boots;iron;false;;;;
SHARED_BOTTLE_BIG_POE;Bottled Big Poe;bottled_big_poe;false;;;;
SHARED_BOTTLE_BLUE_FIRE;Bottle of Blue Fire;blue_fire;false;;;;
SHARED_BOTTLE_CHATEAU;Bottle of Chateau Romani;chateau;false;;;;
SHARED_BOTTLE_EMPTY;Empty Bottle;bottle;false;;;;
SHARED_BOTTLE_FAIRY;Bottled Fairy;fairy;false;;;;
SHARED_BOTTLE_MILK;Bottle of Milk;milk;false;;;;
SHARED_BOTTLE_POE;Bottled Poe;bottled_poe;false;;;;
SHARED_BOTTLE_POTION_BLUE;Bottle of Blue Potion;blue_potion;false;;;;
SHARED_BOTTLE_POTION_GREEN;Bottle of Green Potion;green_potion;false;;;;
SHARED_BOTTLE_POTION_RED;Bottle of Red Potion;red_potion;false;;;;
SHARED_BOTTLE_RUTO_LETTER;Ruto's Letter;ruto;false;;;;
SHARED_BOTTLED_GOLD_DUST;Bottle of Gold Dust;dust;false;;;;
SHARED_BOW;Shared Bow;bow_oot;false;;;;
SHARED_BUGS;Bugs;bottled_bugs;false;;;;
SHARED_BUTTON_A;A Button;a_button;false;;;;
SHARED_BUTTON_C_DOWN;C-Down Button;c_down;false;;;;
SHARED_BUTTON_C_LEFT;C-Left Button;c_left;false;;;;
SHARED_BUTTON_C_RIGHT;C-Right Button;c_right;false;;;;
SHARED_BUTTON_C_UP;C-Up Button;c_up;false;;;;
SHARED_CHATEAU;Chateau Romani Refill;chateau;false;;;;
SHARED_DEFENSE_UPGRADE;Double Defense;defense;false;;;;
SHARED_FAIRY;Fairy;bottled_fairy;false;;;;
SHARED_FAIRY_BIG;Big Fairy;fairy;false;;;;
SHARED_FISH;Fish;bottled_fish;false;;;;
SHARED_HAMMER;Megaton Hammer;hammer;false;;;;
SHARED_HEART_CONTAINER;Heart Container;heart_container;false;;;;
SHARED_HEART_PIECE;Piece of Heart;heart_piece;false;;;;
SHARED_HOOKSHOT;Progressive Hookshot;hookshot_oot;false;;;;
SHARED_LENS;Lens of Truth;lens;false;;;;
SHARED_MAGIC_JAR_LARGE;Large Magic Jar;double_magic;false;;;;
SHARED_MAGIC_JAR_SMALL;Small Magic Jar;magic;false;;;;
SHARED_MAGIC_UPGRADE;Shared Magic Upgrade;magic_upgrade;false;;;;
SHARED_MASK_BLAST;Blast Mask;blast;false;;;;
SHARED_MASK_BUNNY;Bunny Hood;bunny;false;;;;
SHARED_MASK_GORON;Goron Mask;goron;false;;;;
SHARED_MASK_KEATON;Keaton Mask;keaton;false;;;;
SHARED_MASK_STONE;Stone Mask;stone;false;;;;
SHARED_MASK_TRUTH;Mask of Truth;truth;false;;;;
SHARED_MASK_ZORA;Zora Mask;zora;false;;;;
SHARED_MILK;Milk;milk;false;;;;
SHARED_NUT;Deku Nut;nut;false;;;;
SHARED_NUT_UPGRADE;Deku Nut Upgrade;nut_upgrade_1;false;;;;
SHARED_NUTS_10;10 Deku Nuts;nut;false;;;;
SHARED_NUTS_5;5 Deku Nuts;nut;false;;;;
SHARED_OCARINA;Progressive Ocarina;ocarina;false;;;;
SHARED_PLATINUM_TOKEN;Platinum Token;platinum_token;false;;;;
SHARED_POE;Poe;bottled_poe;false;;;;
SHARED_POTION_BLUE;Blue Potion;blue_potion;false;;;;
SHARED_POTION_GREEN;Green Potion;green_potion;false;;;;
SHARED_POTION_RED;Red Potion;red_potion;false;;;;
SHARED_RECOVERY_HEART;Recovery Heart;heart;false;;;;
SHARED_RUPEE_BLUE;Blue Rupee;blue_rupee;false;;;;
SHARED_RUPEE_GOLD;Gold Rupee;gold_rupee;false;;;;
SHARED_RUPEE_GREEN;Green Rupee;rupee;false;;;;
SHARED_RUPEE_PURPLE;Purple Rupee;purple_rupee;false;;;;
SHARED_RUPEE_RAINBOW;Rainbow Rupee;rainbow_rupee;false;;;;
SHARED_RUPEE_RED;Red Rupee;red_rupee;false;;;;
SHARED_RUPEE_SILVER;Silver Rupee;sr;false;;;;
SHARED_SCALE;Progressive Scale;bronze_scale;false;;;;
SHARED_SHIELD;Progressive Shield;hero_shield;false;;;;
SHARED_SHIELD_DEKU;Deku Shield;deku_shield;false;;;;
SHARED_SHIELD_HYLIAN;Hylian/Hero Shield;hylian_shield;false;;;;
SHARED_SHIELD_MIRROR;Mirror Shield;mirror_oot;false;;;;
SHARED_SKELETON_KEY;Skeleton Key;skeleton_key;false;;;;
SHARED_SONG_EMPTINESS;Elegy of Emptiness;song_orange;false;;;;
SHARED_SONG_EPONA;Epona's Song;song;false;;;;
SHARED_SONG_NOTE_EMPTINESS;Note from Elegy of Emptiness;song_orange;false;;;;
SHARED_SONG_NOTE_EPONA;Note from Epona's Song;song;false;;;;
SHARED_SONG_NOTE_STORMS;Note from Song of Storms;song;false;;;;
SHARED_SONG_NOTE_SUN;Note from Sun's Song;song;false;;;;
SHARED_SONG_NOTE_TIME;Note from Song of Time;song;false;;;;
SHARED_SONG_STORMS;Song of Storms;song;false;;;;
SHARED_SONG_SUN;Sun's Song;song;false;;;;
SHARED_SONG_TIME;Song of Time;song;false;;;;
SHARED_SOUL_ANIMAL_BUTTERFLY;Soul of Butterflies;soul_of_animal;false;;;;
SHARED_SOUL_ANIMAL_COW;Soul of Cows;soul_of_animal;false;;;;
SHARED_SOUL_ANIMAL_CUCCO;Soul of Cuccos;soul_of_animal;false;;;;
SHARED_SOUL_ANIMAL_DOG;Soul of Dogs;soul_of_animal;false;;;;
SHARED_SOUL_ENEMY_ARMOS;Soul of Armos;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_BEAMOS;Soul of Beamos;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_BUBBLE;Soul of Bubbles;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_DEKU_BABA;Soul of Deku Babas;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_DEKU_SCRUB;Soul of Deku Scrubs;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_DODONGO;Soul of Dodongos;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_FLOORMASTER;Soul of Floormasters;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_FLYING_POT;Soul of Flying Pots;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_FREEZARD;Soul of Freezards;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_GUAY;Soul of Guays;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_IRON_KNUCKLE;Soul of Iron Knuckles;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_KEESE;Soul of Keese;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_LEEVER;Soul of Leevers;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_LIKE_LIKE;Soul of Like Likes;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_LIZALFOS_DINOLFOS;Soul of Lizalfos/Dinolfos;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_OCTOROK;Soul of Octoroks;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_PEAHAT;Soul of Peahats;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_POE;Soul of Poes;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_REDEAD_GIBDO;Soul of ReDeads/Gibdos;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_SHELL_BLADE;Soul of Shell Blades;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_SKULLTULA;Soul of Skulltulas;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_SKULLWALLTULA;Soul of Skullwalltulas;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_STALCHILD;Soul of Stalchildren;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_TEKTITE;Soul of Tektites;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_THIEVES;Soul of Fighting Thieves;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_WALLMASTER;Soul of Wallmasters;soul_of_foe;false;;;;
SHARED_SOUL_ENEMY_WOLFOS;Soul of Wolfos;soul_of_foe;false;;;;
SHARED_SOUL_MISC_BUSINESS_SCRUB;Soul of Business Scrubs;soul_of_npc;false;;;;
SHARED_SOUL_MISC_GS;Soul of Gold Skulltulas;soul_of_npc;false;;;;
SHARED_SOUL_NPC_ANJU;Soul of Cucco Lady/Anju;soul_of_npc;false;;;;
SHARED_SOUL_NPC_ASTRONOMER;Soul of the Astronomer;soul_of_npc;false;;;;
SHARED_SOUL_NPC_BANKER;Soul of the Beggar/Banker;soul_of_npc;false;;;;
SHARED_SOUL_NPC_BAZAAR_SHOPKEEPER;Soul of the Bazaar/Swamp Archery Owner;soul_of_npc;false;;;;
SHARED_SOUL_NPC_BEAN_SALESMAN;Soul of the Bean Salesman;soul_of_npc;false;;;;
SHARED_SOUL_NPC_BIGGORON;Soul of Biggoron;soul_of_npc;false;;;;
SHARED_SOUL_NPC_BOMBCHU_BOWLING_LADY;Soul of Bombchu Bowling/Chest Game Lady;soul_of_npc;false;;;;
SHARED_SOUL_NPC_BOMBCHU_SHOPKEEPER;Soul of the Bombchu/Bomb Shop Owner;soul_of_npc;false;;;;
SHARED_SOUL_NPC_BOMBERS;Soul of the Graveyard Kid/Bombers;soul_of_npc;false;;;;
SHARED_SOUL_NPC_CARPENTERS;Soul of Carpenters;soul_of_npc;false;;;;
SHARED_SOUL_NPC_CARPET_MAN;Soul of the Carpet Man/Swordsman;soul_of_npc;false;;;;
SHARED_SOUL_NPC_CHEST_GAME_OWNER;Soul of the Chest Game Owner/Fisherman;soul_of_npc;false;;;;
SHARED_SOUL_NPC_CITIZEN;Soul of Citizens;soul_of_npc;false;;;;
SHARED_SOUL_NPC_COMPOSER_BROS;Soul of Composer Bros.;soul_of_npc;false;;;;
SHARED_SOUL_NPC_DAMPE;Soul of Dampe;soul_of_npc;false;;;;
SHARED_SOUL_NPC_DOG_LADY;Soul of the Dog Lady;soul_of_npc;false;;;;
SHARED_SOUL_NPC_FISHING_POND_OWNER;Soul of Fishing Pond/Trading Post Owner;soul_of_npc;false;;;;
SHARED_SOUL_NPC_GORMAN;Soul of Ingo/Gorman & Bros.;soul_of_npc;false;;;;
SHARED_SOUL_NPC_GORON;Soul of Gorons;soul_of_npc;false;;;;
SHARED_SOUL_NPC_GORON_CHILD;Soul of the Goron Child/Baby;soul_of_npc;false;;;;
SHARED_SOUL_NPC_GORON_SHOPKEEPER;Soul of the Goron Shopkeeper;soul_of_npc;false;;;;
SHARED_SOUL_NPC_GROG;Soul of the Punk Kid/Grog;soul_of_npc;false;;;;
SHARED_SOUL_NPC_GURU_GURU;Soul of Guru-Guru;soul_of_npc;false;;;;
SHARED_SOUL_NPC_HONEY_DARLING;Soul of Honey & Darling;soul_of_npc;false;;;;
SHARED_SOUL_NPC_MALON;Soul of Malon/Romani/Cremia;soul_of_npc;false;;;;
SHARED_SOUL_NPC_MEDIGORON;Soul of Medigoron/Keg Trial Goron;soul_of_npc;false;;;;
SHARED_SOUL_NPC_OLD_HAG;Soul of the Old Hag/Anju's Grandmother;soul_of_npc;false;;;;
SHARED_SOUL_NPC_POE_COLLECTOR;Soul of Poe Collector/Ghost Hut Owner;soul_of_npc;false;;;;
SHARED_SOUL_NPC_ROOFTOP_MAN;Soul of Rooftop Man/Part-Timer;soul_of_npc;false;;;;
SHARED_SOUL_NPC_RUTO;Soul of Ruto/Lulu;soul_of_npc;false;;;;
SHARED_SOUL_NPC_SCIENTIST;Soul of the Scientist;soul_of_npc;false;;;;
SHARED_SOUL_NPC_SHOOTING_GALLERY_OWNER;Soul of the Shooting Gallery/Town Archery Owner;soul_of_npc;false;;;;
SHARED_SOUL_NPC_TALON;Soul of Talon/Mr. Barten;soul_of_npc;false;;;;
SHARED_SOUL_NPC_THIEVES;Soul of the Patrolling Thieves and their Chief;soul_of_npc;false;;;;
