Region_Name;Code_Name;From_ID;To_ID;From_Scene;To_Scene;From_Name;To_Name;Type;In_X;In_Y;In_Z;Out_X;Out_Y;Out_Z;Arrow_Rot;Active_Layout
Kakariko;OOT_KAKARIKO_FROM_GRAVEYARD_ENTR;OOT_GRAVEYARD_ENTR;0x195;OOT_GRAVEYARD;OOT_KAKARIKO_VILLAGE;Graveyard;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_KAKARIKO_FROM_BAZAAR_ENTR;OOT_KAKARIKO_BAZAAR_ENTR;0x201;OOT_KAKARIKO_BAZAAR;OOT_KAKARIKO_VILLAGE;Bazaar;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_KAKARIKO_FROM_BOTTOM_OF_THE_WELL_ENTR;OOT_BOTTOM_OF_THE_WELL_ENTR;0x2a6;OOT_BOTTOM_OF_THE_WELL;OOT_KAKARIKO_VILLAGE;Bottom of the Well;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_KAKARIKO_FROM_IMPA_ENTR;OOT_HOUSE_IMPA_ENTR;0x345;OOT_IMPA_HOUSE;OOT_KAKARIKO_VILLAGE;Impa's House;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_KAKARIKO_FROM_CARPENTER_ENTR;OOT_HOUSE_CARPENTER_ENTR;0x349;OOT_CARPENTER_BOSS_HOUSE;OOT_KAKARIKO_VILLAGE;Carpenter's Boss House;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_KAKARIKO_FROM_GRANNY_ENTR;OOT_SHOP_GRANNY_ENTR;0x34d;OOT_GRANNY_POTION_SHOP;OOT_KAKARIKO_VILLAGE;Granny Potion Shop;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_KAKARIKO_FROM_WINDMILL_ENTR;OOT_WINDMILL_ENTR;0x351;OOT_WINDMILL;OOT_KAKARIKO_VILLAGE;Windmill;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_KAKARIKO_FROM_SHOP_POTION_ENTR;OOT_SHOP_POTION_KAKARIKO_ENTR;0x44b;OOT_KAKARIKO_POTION_SHOP;OOT_KAKARIKO_VILLAGE;Potion Shop;Kakariko Shop Back;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_KAKARIKO_FROM_ARCHERY_ENTR;OOT_ADULT_ARCHERY_ENTR;0x463;OOT_KAKARIKO_SHOOTING;OOT_KAKARIKO_VILLAGE;Shooting;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_KAKARIKO_FROM_SKULLTULA_ENTR;OOT_HOUSE_SKULLTULA_ENTR;0x4ee;OOT_HOUSE_OF_SKULLTULA;OOT_KAKARIKO_VILLAGE;House of Skulltula;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_KAKARIKO_FROM_SHOP_POTION_BACK_ENTR;OOT_SHOP_POTION_KAKARIKO_BACK_ENTR;0x4ff;OOT_KAKARIKO_POTION_SHOP;OOT_KAKARIKO_VILLAGE;Potion Shop Back;Kakariko;Normal;0;0;0;0;0;0;0;all
Kakariko;OOT_VILLAGE_OWL_ENTR;OOT_DMT_OWL_ENTR;0x554;OOT_DEATH_MOUNTAIN_TRAIL;OOT_KAKARIKO_VILLAGE;Owl Drop;Kakariko - Owl Drop;One_Way_In;0;0;0;-1;-1;-1;0;all
Kakariko;OOT_KAKARIKO_FROM_IMPA_BACK_ENTR;OOT_HOUSE_IMPA_BACK_ENTR;0x5dc;OOT_IMPA_HOUSE;OOT_KAKARIKO_VILLAGE;Impa's House Back;Kakariko;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_KOKIRI_END_FROM_ZORA_DOMAIN_ENTR;OOT_KOKIRI_END_ENTR;0xee;OOT_ZORA_DOMAIN;OOT_KOKIRI_FOREST;End Credits;Kokiri Forest - End Credits;None;-1;-1;-1;-1;-1;-1;0;all
Kokiri_Forest;OOT_GROTTO_EXIT_GENERIC_KOKIRI_FOREST;OOT_GROTTO_GENERIC_KOKIRI_FOREST_ENTR;0x1100;OOT_GROTTO_KOKIRI_FOREST_STORMS;OOT_KOKIRI_FOREST;Storms Grotto;Kokiri Forest;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_KOKIRI_FOREST_FROM_DEKU_TREE_ENTR;OOT_DEKU_TREE_ENTR;0x209;OOT_DEKU_TREE;OOT_KOKIRI_FOREST;Deku Tree;Kokiri Forest;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_FOREST_FROM_LOST_WOODS_BRIDGE_ENTR;OOT_LOST_WOODS_BRIDGE_FROM_FOREST_ENTR;0x20d;OOT_LOST_WOODS;OOT_KOKIRI_FOREST;Lost Woods Bridge;Kokiri Forest ;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_KOKIRI_FOREST_FROM_LINK_ENTR;OOT_HOUSE_LINK_ENTR;0x211;OOT_LINK_HOUSE;OOT_KOKIRI_FOREST;Link's House;Kokiri Forest ;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_KOKIRI_FOREST_FROM_SHOP_ENTR;OOT_KOKIRI_SHOP_ENTR;0x266;OOT_KOKIRI_SHOP;OOT_KOKIRI_FOREST;Kokiri Shop;Kokiri Forest;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_KOKIRI_FOREST_FROM_KNOW_IT_ALL_ENTR;OOT_HOUSE_KNOW_IT_ALL_ENTR;0x26a;OOT_KOKIRI_KNOW_IT_ALL;OOT_KOKIRI_FOREST;Know-It-All Brothers;Kokiri Forest;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_KOKIRI_FOREST_FROM_LOST_WOODS_ENTR;OOT_LOST_WOODS_FROM_KOKIRI_FOREST_ENTR;0x286;OOT_LOST_WOODS;OOT_KOKIRI_FOREST;Lost Woods;Kokiri Forest;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_KOKIRI_FOREST_FROM_TWINS_ENTR;OOT_HOUSE_TWINS_ENTR;0x33c;OOT_KOKIRI_TWINS;OOT_KOKIRI_FOREST;Twin's House;Kokiri Forest;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_KOKIRI_FOREST_FROM_MIDO_ENTR;OOT_HOUSE_MIDO_ENTR;0x443;OOT_KOKIRI_MIDO;OOT_KOKIRI_FOREST;Mido's House;Kokiri Forest;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_KOKIRI_FOREST_FROM_SARIA_ENTR;OOT_HOUSE_SARIA_ENTR;0x447;OOT_KOKIRI_SARIA;OOT_KOKIRI_FOREST;Saria's House;Kokiri Forest;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_WARP_BOSS_DEKU_TREE_ENTR;OOT_BOSS_DEKU_TREE_WARP_OUT;0x457;OOT_LAIR_GOHMA;OOT_KOKIRI_FOREST;Warp Gohma;Kokiri Forest - Warp Gohma;One_Way_In;0;0;0;-1;-1;-1;0;all
Kokiri_Forest;OOT_HOUSE_KNOW_IT_ALL_ENTR;OOT_KOKIRI_FOREST_FROM_KNOW_IT_ALL_ENTR;0x0c9;OOT_KOKIRI_FOREST;OOT_KOKIRI_KNOW_IT_ALL;Kokiri Forest;Know-It-All Brothers;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_HOUSE_MIDO_ENTR;OOT_KOKIRI_FOREST_FROM_MIDO_ENTR;0x433;OOT_KOKIRI_FOREST;OOT_KOKIRI_MIDO;Kokiri Forest;Mido's House;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_HOUSE_SARIA_ENTR;OOT_KOKIRI_FOREST_FROM_SARIA_ENTR;0x437;OOT_KOKIRI_FOREST;OOT_KOKIRI_SARIA;Kokiri Forest;Saria's House;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_KOKIRI_SHOP_ENTR;OOT_KOKIRI_FOREST_FROM_SHOP_ENTR;0x0c1;OOT_KOKIRI_FOREST;OOT_KOKIRI_SHOP;Kokiri Forest;Kokiri Shop;Normal;0;0;0;0;0;0;0;all
Kokiri_Forest;OOT_HOUSE_TWINS_ENTR;OOT_KOKIRI_FOREST_FROM_TWINS_ENTR;0x09c;OOT_KOKIRI_FOREST;OOT_KOKIRI_TWINS;Kokiri Forest;Twin's House;Normal;0;0;0;0;0;0;0;all
Lake_Hylia;OOT_LABORATORY_ENTR;OOT_LAKE_HYLIA_FROM_LABORATORY_ENTR;0x043;OOT_LAKE_HYLIA;OOT_LABORATORY;Lake Hylia;Laboratory;Normal;0;0;0;0;0;0;0;all
Zora_Fountain;OOT_BOSS_JABU_JABU_ENTR;OOT_JABU_JABU_TO_BOSS_ENTR;0x301;OOT_INSIDE_JABU_JABU;OOT_LAIR_BARINADE;Inside Jabu-Jabu;Barinade's Lair - Inside Jabu-Jabu;One_Way_In;0;0;0;-1;-1;-1;0;all
Zora_Fountain;OOT_BOSS_JABU_JABU_WARP_OUT;OOT_ZORA_FOUNTAIN_FROM_JABU_JABU_ENTR;0x22100;OOT_ZORA_FOUNTAIN;OOT_LAIR_BARINADE;Warp Boss;Barinade's Lair -> Warp Boss;One_Way_Out;-1;-1;-1;0;0;0;0;all
Graveyard;OOT_BOSS_TEMPLE_SHADOW_ENTR;OOT_TEMPLE_SHADOW_TO_BOSS_ENTR;0x413;OOT_TEMPLE_SHADOW;OOT_LAIR_BONGO_BONGO;Shadow Temple;Bongo-Bongo's Lair - Shadow Temple;One_Way_In;0;0;0;-1;-1;-1;0;all
Graveyard;OOT_BOSS_SHADOW_TEMPLE_WARP_OUT;OOT_WARP_SONG_GRAVE_ENTR;0x29200;OOT_GRAVEYARD;OOT_LAIR_BONGO_BONGO;Warp Boss;Bongo-Bongo's Lair -> Warp Boss;One_Way_Out;-1;-1;-1;0;0;0;0;all
Castle;OOT_BOSS_GANONDORF_ENTR;OOT_BOSS_GANON2_FROM_GANONDORF_ENTR;0x51700;OOT_GANON_BATTLE_ARENA;OOT_LAIR_GANONDORF;Ganondorf Beaten;Ganondorf's Lair -> Ganondorf Beaten;One_Way_Out;-1;-1;-1;0;0;0;0;all
Castle;OOT_GANONDORF_CUTSCENE_FROM_GANON_TOWER_ENTR;OOT_GANONDORF_CUTSCENE_ENTR;0x41f;OOT_GANON_TOWER;OOT_LAIR_GANONDORF;Ganon Tower;Ganondorf's Lair - Ganon Tower;One_Way_In;0;0;0;-1;-1;-1;0;all
Kokiri_Forest;OOT_BOSS_DEKU_TREE_ENTR;OOT_DEKU_TREE_TO_BOSS_ENTR;0x40f;OOT_DEKU_TREE;OOT_LAIR_GOHMA;Deku Tree;Gohma's Lair - Deku Tree;One_Way_In;0;0;0;-1;-1;-1;0;all
Kokiri_Forest;OOT_BOSS_DEKU_TREE_WARP_OUT;OOT_WARP_BOSS_DEKU_TREE_ENTR;0x45700;OOT_KOKIRI_FOREST;OOT_LAIR_GOHMA;Warp Boss;Gohma's Lair -> Warp Boss;One_Way_Out;-1;-1;-1;0;0;0;0;all
Death_Mountain_Trail;OOT_BOSS_DODONGO_CAVERN_ENTR;OOT_DODONGO_CAVERN_TO_BOSS_ENTR;0x40b;OOT_DODONGO_CAVERN;OOT_LAIR_KING_DODONGO;Dodongo Cavern;King Dodongo's Lair - Dodongo Cavern;One_Way_In;0;0;0;-1;-1;-1;0;all
Death_Mountain_Trail;OOT_BOSS_DODONGO_CAVERN_WARP_OUT;OOT_MOUNTAIN_TRAIL_FROM_DODONGO_CAVERN_ENTR;0x24200;OOT_DEATH_MOUNTAIN_TRAIL;OOT_LAIR_KING_DODONGO;Warp Boss;King Dodongo's Lair -> Warp Boss;One_Way_Out;-1;-1;-1;0;0;0;0;all
Lake_Hylia;OOT_BOSS_TEMPLE_WATER_ENTR;OOT_TEMPLE_WATER_TO_BOSS_ENTR;0x417;OOT_TEMPLE_WATER;OOT_LAIR_MORPHA;Water Temple;Morpha's Lair - Water Temple;One_Way_In;0;0;0;-1;-1;-1;0;all
Lake_Hylia;OOT_BOSS_WATER_TEMPLE_WARP_OUT;OOT_WARP_SONG_LAKE_ENTR;0x28200;OOT_LAKE_HYLIA;OOT_LAIR_MORPHA;Warp Boss;Morpha's Lair -> Warp Boss;One_Way_Out;-1;-1;-1;0;0;0;0;all
Sacred_Forest_Meadow;OOT_BOSS_TEMPLE_FOREST_ENTR;OOT_TEMPLE_FOREST_TO_BOSS_ENTR;0x00c;OOT_TEMPLE_FOREST;OOT_LAIR_PHANTOM_GANON;Forest Temple;Phantom Ganon's Lair - Forest Temple;One_Way_In;0;0;0;-1;-1;-1;0;all
Sacred_Forest_Meadow;OOT_BOSS_FOREST_TEMPLE_WARP_OUT;OOT_WARP_SONG_MEADOW_ENTR;0x26200;OOT_SACRED_FOREST_MEADOW;OOT_LAIR_PHANTOM_GANON;Warp Boss;Phantom Ganon's Lair -> Warp Boss;One_Way_Out;-1;-1;-1;0;0;0;0;all
Desert_Colossus;OOT_BOSS_TEMPLE_SPIRIT_ENTR;OOT_TEMPLE_SPIRIT_TO_BOSS_ENTR;0x08d;OOT_TEMPLE_SPIRIT;OOT_LAIR_TWINROVA;Spirit Temple;Twinrova's Lair - Spirit Temple;One_Way_In;0;0;0;-1;-1;-1;0;all
Desert_Colossus;OOT_BOSS_SPIRIT_TEMPLE_WARP_OUT;OOT_DESERT_COLOSSUS_FROM_TEMPLE_SPIRIT_ENTR;0x2a200;OOT_DESERT_COLOSSUS;OOT_LAIR_TWINROVA;Warp Boss;Twinrova's Lair -> Warp Boss;One_Way_Out;-1;-1;-1;0;0;0;0;all
Death_Mountain_Crater;OOT_BOSS_TEMPLE_FIRE_ENTR;OOT_TEMPLE_FIRE_TO_BOSS_ENTR;0x305;OOT_TEMPLE_FIRE;OOT_LAIR_VOLVAGIA;Fire Temple;Volvagia's Lair - Fire Temple;One_Way_In;0;0;0;-1;-1;-1;0;all
Death_Mountain_Crater;OOT_BOSS_FIRE_TEMPLE_WARP_OUT;OOT_WARP_SONG_CRATER_ENTR;0x27200;OOT_DEATH_MOUNTAIN_CRATER;OOT_LAIR_VOLVAGIA;Warp Boss;Volvagia's Lair -> Warp Boss;One_Way_Out;-1;-1;-1;0;0;0;0;all
Lake_Hylia;OOT_LAKE_HYLIA_FROM_FIELD_ENTR;OOT_FIELD_FROM_LAKE_HYLIA_ENTR;0x102;OOT_HYRULE_FIELD;OOT_LAKE_HYLIA;Hyrule Field;Lake Hylia;Normal;0;0;0;0;0;0;0;all
Lake_Hylia;OOT_GROTTO_EXIT_SCRUBS3_LAKE;OOT_GROTTO_SCRUBS3_LAKE_ENTR;0x1115;OOT_GROTTO_LAKE_HYLIA_SCRUBS;OOT_LAKE_HYLIA;Under Tomb Grotto;Lake Hylia;Normal;0;0;0;0;0;0;0;all
Lake_Hylia;OOT_LAKE_HYLIA_FROM_VALLEY_ENTR;OOT_VALLEY_WATERFALLS_ENTR;0x219;OOT_GERUDO_VALLEY;OOT_LAKE_HYLIA;Waterfalls;Lake Hylia - Waterfalls;One_Way_In;0;0;0;-1;-1;-1;0;all
Lake_Hylia;OOT_LAKE_HYLIA_FROM_TEMPLE_WATER_ENTR;OOT_TEMPLE_WATER_ENTR;0x21d;OOT_TEMPLE_WATER;OOT_LAKE_HYLIA;Water Temple;Lake Hylia;Normal;0;0;0;0;0;0;0;all
Lake_Hylia;OOT_LAKE_OWL_ENTR;OOT_FIELD_OWL_ENTR;0x27e0;OOT_HYRULE_FIELD;OOT_LAKE_HYLIA;Owl Pick;Lake Hylia -> Owl Pick;One_Way_Out;-1;-1;-1;0;0;0;0;all
Lake_Hylia;OOT_LAKE_HYLIA_FROM_FISHING_POND_ENTR;OOT_FISHING_POND_ENTR;0x309;OOT_FISHING_POND;OOT_LAKE_HYLIA;Fishing Pond;Lake Hylia;Normal;0;0;0;0;0;0;0;all
Lake_Hylia;OOT_LAKE_HYLIA_FROM_LABORATORY_ENTR;OOT_LABORATORY_ENTR;0x3cc;OOT_LABORATORY;OOT_LAKE_HYLIA;Laboratory;Lake Hylia;Normal;0;0;0;0;0;0;0;all
Lake_Hylia;OOT_LAKE_HYLIA_FROM_ZORA_DOMAIN_ENTR;OOT_ZORA_DOMAIN_FROM_LAKE_HYLIA_ENTR;0x560;OOT_ZORA_DOMAIN;OOT_LAKE_HYLIA;Zora's Domain Shortcut;Lake Hylia;Normal;0;0;0;0;0;0;0;all
Lake_Hylia;OOT_WARP_SONG_LAKE_ENTR;OOT_SERENADE_OF_WATER_SONG;0x604;OOT_SONGS;OOT_LAKE_HYLIA;Serenade of Water;Lake Hylia - Warp Song;One_Way_In;0;0;0;-1;-1;-1;0;all
Kokiri_Forest;OOT_SPAWN_CHILD;OOT_SPAWN_CHILD;0x0bb;OOT_LINK_HOUSE;OOT_LINK_HOUSE;Spawn Child;Spawn Child;None;-1;-1;-1;-1;-1;-1;0;all
Kokiri_Forest;OOT_HOUSE_LINK_ENTR;OOT_KOKIRI_FOREST_FROM_LINK_ENTR;0x272;OOT_KOKIRI_FOREST;OOT_LINK_HOUSE;Kokiri Forest;Link's House;Normal;0;0;0;0;0;0;0;all
Lon_Lon_Ranch;OOT_GROTTO_EXIT_SCRUBS3_RANCH;OOT_GROTTO_SCRUBS3_RANCH_ENTR;0x1112;OOT_GROTTO_LON_LON_SCRUBS;OOT_LON_LON_RANCH;Open Grotto;Lon Lon's Ranch;Normal;0;0;0;0;0;0;0;all
Lon_Lon_Ranch;OOT_LON_LON_RANCH_FROM_FIELD_ENTR;OOT_FIELD_FROM_LON_LON_RANCH_ENTR;0x157;OOT_HYRULE_FIELD;OOT_LON_LON_RANCH;Hyrule Field;Lon Lon's Ranch;Normal;0;0;0;0;0;0;0;all
Lon_Lon_Ranch;OOT_LON_LON_EPONA_JUMP_MIDDLE;OOT_FIELD_FROM_LON_LON_EPONA_JUMP_MIDDLE;0x28a0;OOT_HYRULE_FIELD;OOT_LON_LON_RANCH;Jump Middle Fence;Lon Lon's Ranch -> Jump Middle Fence;One_Way_Out;-1;-1;-1;0;0;0;0;all
Lon_Lon_Ranch;OOT_LON_LON_EPONA_JUMP_RIGHT;OOT_FIELD_FROM_LON_LON_EPONA_JUMP_RIGHT;0x28e0;OOT_HYRULE_FIELD;OOT_LON_LON_RANCH;Jump Right Fence;Lon Lon's Ranch -> Jump Right Fence;One_Way_Out;-1;-1;-1;0;0;0;0;all
Lon_Lon_Ranch;OOT_LON_LON_EPONA_JUMP_LEFT;OOT_FIELD_FROM_LON_LON_EPONA_JUMP_LEFT;0x2920;OOT_HYRULE_FIELD;OOT_LON_LON_RANCH;Jump Left Fence;Lon Lon's Ranch -> Jump Left Fence;One_Way_Out;-1;-1;-1;0;0;0;0;all
Lon_Lon_Ranch;OOT_LON_LON_RANCH_FROM_HOUSE_ENTR;OOT_HOUSE_LON_LON_ENTR;0x378;OOT_RANCH_HOUSE_SILO;OOT_LON_LON_RANCH;Lon Lon's Ranch House;Lon Lon's Ranch;Normal;0;0;0;0;0;0;0;all
Lon_Lon_Ranch;OOT_LON_LON_RANCH_FROM_STABLES_ENTR;OOT_STABLES_ENTR;0x42f;OOT_STABLE;OOT_LON_LON_RANCH;Stables;Lon Lon's Ranch;Normal;0;0;0;0;0;0;0;all
Lon_Lon_Ranch;OOT_LON_LON_RANCH_FROM_SILO_ENTR;OOT_SILO_ENTR;0x5d4;OOT_SILO;OOT_LON_LON_RANCH;Silo;Lon Lon's Ranch;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_GROTTO_EXIT_GENERIC_LOST_WOODS;OOT_GROTTO_GENERIC_LOST_WOODS_ENTR;0x1101;OOT_GROTTO_LOST_WOODS_GENERIC;OOT_LOST_WOODS;Boulder Grotto Near Goron City;Lost Woods;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_GROTTO_EXIT_SCRUB_UPGRADE;OOT_GROTTO_SCRUB_UPGRADE_ENTR;0x1116;OOT_GROTTO_LOST_WOODS_SCRUB_UPGRADE;OOT_LOST_WOODS;Scrub Upgrade Grotto;Lost Woods;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_GROTTO_EXIT_DEKU_THEATER;OOT_GROTTO_DEKU_THEATER_ENTR;0x1118;OOT_GROTTO_LOST_WOODS_THEATER;OOT_LOST_WOODS;Deku's Theater;Lost Woods;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_LOST_WOODS_FROM_KOKIRI_FOREST_ENTR;OOT_KOKIRI_FOREST_FROM_LOST_WOODS_ENTR;0x11e;OOT_KOKIRI_FOREST;OOT_LOST_WOODS;Kokiri Forest;Lost Woods;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_LOST_WOODS_FROM_MEADOW_ENTR;OOT_SACRED_FOREST_MEADOW_ENTR;0x1a9;OOT_SACRED_FOREST_MEADOW;OOT_LOST_WOODS;Sacred Forest Meadow;Lost Woods;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_LOST_WOODS_FROM_LOST_WOODS_EAST_ENTR;OOT_LOST_WOODS_FROM_LOST_WOODS_EAST_ENTR;0x1ad;OOT_LOST_WOODS;OOT_LOST_WOODS;East Wrong Exit ;Lost Woods;None;-1;-1;-1;0;0;0;0;all
Lost_Woods;OOT_LOST_WOODS_FROM_LOST_WOODS_SOUTH_ENTR;OOT_LOST_WOODS_FROM_LOST_WOODS_SOUTH_ENTR;0x1b1;OOT_LOST_WOODS;OOT_LOST_WOODS;South Wrong Exit;Lost Woods;None;-1;-1;-1;0;0;0;0;all
Lost_Woods;OOT_LOST_WOODS_FROM_LOST_WOODS_WEST_ENTR;OOT_LOST_WOODS_FROM_LOST_WOODS_WEST_ENTR;0x4c6;OOT_LOST_WOODS;OOT_LOST_WOODS;West Wrong Exit;Lost Woods;None;-1;-1;-1;0;0;0;0;all
Lost_Woods;OOT_LOST_WOODS_FROM_GORON_CITY_ENTR;OOT_GORON_CITY_FROM_LOST_WOODS_ENTR;0x4d6;OOT_GORON_CITY;OOT_LOST_WOODS;Goron City;Lost Woods;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_LOST_WOODS_FROM_ZORA_RIVER_ENTR;OOT_ZORA_RIVER_FROM_LOST_WOODS_ENTR;0x4da;OOT_ZORA_RIVER;OOT_LOST_WOODS;Zora River;Lost Woods;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_LOST_WOODS_BRIDGE_FROM_FIELD_ENTR;OOT_FIELD_FROM_LOST_WOODS_BRIDGE_ENTR;0x4de;OOT_HYRULE_FIELD;OOT_LOST_WOODS;Hyrule Field;Lost Woods;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_LOST_WOODS_BRIDGE_FROM_FOREST_ENTR;OOT_FOREST_FROM_LOST_WOODS_BRIDGE_ENTR;0x5e0;OOT_KOKIRI_FOREST;OOT_LOST_WOODS;Kokiri Forest Bridge;Lost Woods;Normal;0;0;0;0;0;0;0;all
Lost_Woods;OOT_LOST_WOODS_FROM_LOST_WOODS_NORTH_ENTR;OOT_LOST_WOODS_FROM_LOST_WOODS_NORTH_ENTR;0xf01;OOT_LOST_WOODS;OOT_LOST_WOODS;North Wrong Exit;Lost Woods;None;-1;-1;-1;0;0;0;0;all
Market;OOT_MARKET_FROM_BACK_ALLEY_SHOOTING_ENTR;OOT_BACK_ALLEY_SHOOTING_FROM_MARKET_ENTR;0x0262;OOT_BACK_ALLEY;OOT_MARKET;Back Alley Shooting Side;Market Shooting Side;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_FROM_BACK_ALLEY_TREASURE_ENTR;OOT_BACK_ALLEY_TREASURE_FROM_MARKET_ENTR;0x029e;OOT_BACK_ALLEY;OOT_MARKET;Back Alley Treasure Game Side;Market Treasure Game Side;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_FROM_MARKET_ENTRANCE_ENTR;OOT_MARKET_ENTRANCE_FROM_MARKET_ENTR;0x0b1;OOT_MARKET_ENTRANCE;OOT_MARKET;Market Entrance;Market;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_FROM_ARCHERY_ENTR;OOT_CHILD_ARCHERY_ENTR;0x1cd;OOT_MARKET_SHOOTING;OOT_MARKET;Shooting;Market;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_FROM_MASK_SHOP_ENTR;OOT_SHOP_MASKS_ENTR;0x1d1;OOT_HAPPY_MASK_SHOP;OOT_MARKET;Mask Shop;Market;Normal;-1;-1;-1;-1;-1;-1;0;all
Market;OOT_MARKET_FROM_TREASURE_GAME_ENTR;OOT_TREASURE_GAME_ENTR;0x1d5;OOT_TREASURE_SHOP;OOT_MARKET;Treasure Game;Market;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_FROM_CASTLE_ENTR;OOT_HYRULE_CASTLE_ENTR;0x25a;OOT_HYRULE_CASTLE;OOT_MARKET;Hyrule Castle;Market;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_FROM_TEMPLE_OF_TIME_ENTRYWAY_ENTR;OOT_TEMPLE_OF_TIME_ENTRYWAY_FROM_MARKET_ENTR;0x25e;OOT_TEMPLE_OF_TIME_ENTRYWAY;OOT_MARKET;Temple of Time Entryway Entrance;Market;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_FROM_POTION_ENTR;OOT_MARKET_POTION_ENTR;0x2a2;OOT_MARKET_POTION_SHOP;OOT_MARKET;Potion Shop;Market;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_FROM_BAZAAR_ENTR;OOT_MARKET_BAZAAR_ENTR;0x3b8;OOT_MARKET_BAZAAR;OOT_MARKET;Bazaar;Market;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_FROM_BOWLING_ENTR;OOT_BOMBCHU_BOWLING_ENTR;0x3bc;OOT_BOMBCHU_BOWLING_ALLEY;OOT_MARKET;Bombchu Bowling;Market;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_ADULT_FROM_GANON_CASTLE_EXTERIOR_ENTR;OOT_GANON_CASTLE_EXTERIOR_ENTR;0x25a1;OOT_GANON_CASTLE_EXTERIOR;OOT_MARKET;Ganon Castle Exterior;Market;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_ENTRANCE_FROM_MARKET_ENTR;OOT_MARKET_FROM_MARKET_ENTRANCE_ENTR;0x033;OOT_MARKET;OOT_MARKET_ENTRANCE;Market;Market Entrance;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_ENTRANCE_FROM_POTS_ENTR;OOT_HOUSE_POTS_ENTR;0x26e;OOT_GUARD_HOUSE;OOT_MARKET_ENTRANCE;Pot House;Market Entrance;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_ENTRANCE_FROM_FIELD_ENTR;OOT_FIELD_FROM_MARKET_ENTRANCE_ENTR;0x276;OOT_HYRULE_FIELD;OOT_MARKET_ENTRANCE;Hyrule Field;Market Entrance;Normal;0;0;0;0;0;0;0;all
Market;OOT_MARKET_POTION_ENTR;OOT_MARKET_FROM_POTION_ENTR;0x388;OOT_MARKET;OOT_MARKET_POTION_SHOP;Market;Potion Shop;Normal;0;0;0;0;0;0;0;all
Lon_Lon_Ranch;OOT_HOUSE_LON_LON_ENTR;OOT_LON_LON_RANCH_FROM_HOUSE_ENTR;0x04f;OOT_LON_LON_RANCH;OOT_RANCH_HOUSE_SILO;Lon Lon's Ranch;Lon Lon's Ranch House;Normal;0;0;0;0;0;0;0;all
Sacred_Forest_Meadow;OOT_SACRED_FOREST_MEADOW_ENTR;OOT_LOST_WOODS_FROM_MEADOW_ENTR;0x0fc;OOT_LOST_WOODS;OOT_SACRED_FOREST_MEADOW;Lost Woods;Sacred Forest Meadow;Normal;0;0;0;0;0;0;0;all
