Code_Name;Game;ID;Type;Scene;;;;;;;;;;;
OOT_GROTTO_EXIT_OCTOROK; oot; 0x1120; grotto-exit;NONE; areas;OOT Octorok Grotto; OOT Octorok Grotto Ledge; reverse; OOT_GROTTO_OCTOROK;;;;;;
OOT_GRAVE_EXIT_SHIELD; oot; 0x35d; grave-exit;NONE; areas;OOT Graveyard Shield Grave; OOT Graveyard; reverse; OOT_GRAVE_SHIELD;;;;;;
OOT_GRAVE_EXIT_REDEAD; oot; 0x361; grave-exit;OOT_GRAVEYARD; areas;OOT Graveyard ReDead Grave; OOT Graveyard; reverse; OOT_GRAVE_REDEAD;;;;;;
OOT_GRAVE_EXIT_ROYAL; oot; 0x50b; grave-exit;NONE; areas;OOT Graveyard Royal Tomb; OOT Graveyard; reverse; OOT_GRAVE_ROYAL;;;;;;
OOT_GRAVE_EXIT_DAMPE; oot; 0x359; grave-exit;OOT_DAMPE_WINDMILL; areas;OOT Dampe Grave Entrance; OOT Graveyard; reverse; OOT_GRAVE_DAMPE;;;;;;
OOT_BOSS_GANON2; oot; 0x517; none;BOSS;;;;;;;;;;;
OOT_GERUDO_FORTRESS_CAUGHT_NO_HOOK; oot; 0x1a5; none;;;;;;;;;;;;
OOT_GERUDO_FORTRESS_CAUGHT; oot; 0x5f8; none;;;;;;;;;;;;
OOT_CASTLE_STEALTH; oot; 0x07a; none;;;;;;;;;;;;
OOT_CASTLE_STEALTH_FROM_COURTYARD; oot; 0x296; none;;;;;;;;;;;;
OOT_CASTLE_COURTYARD; oot; 0x400; none;SPECIAL;;;;;;;;;;;
OOT_CASTLE_CAUGHT; oot; 0x47e; none;;;;;;;;;;;;
OOT_MARKET_FROM_MASK_SHOP; oot; 0x1d1; indoors-link;NONE; areas;OOT Market Mask Shop; OOT Market; reverse; OOT_SHOP_MASKS;;;;;;
OOT_SHOP_MASKS; oot; 0x530; none;OOT_MARKET; areas;OOT Market; OOT Market Mask Shop; reverse; OOT_MARKET_FROM_MASK_SHOP;;;;;;
OOT_SAGES_CHAMBER_END; oot; 0x06b; none;;;;;;;;;;;;
OOT_TEMPLE_OF_TIME_MASTER_SWORD_CS; oot; 0x2ca; none;;;;;;;;;;;;
OOT_ZORA_RIVER_FROM_FIELD_WATER; oot; 0x1d9; none;;;;;;;;;;;;
OOT_FIELD_FROM_ZORA_RIVER_WATER; oot; 0x311; none;;;;;;;;;;;;
OOT_GROTTO_TYPE_GENERIC; oot; 0x03f; none # Multiple uses;;;;;;;;;;;;
OOT_GROTTO_TYPE_FAIRY; oot; 0x36d; none # Multiple uses;;;;;;;;;;;;
OOT_GROTTO_TYPE_SCRUB2; oot; 0x5bc; none # Multiple uses;;;;;;;;;;;;
OOT_GROTTO_TYPE_SCRUB3; oot; 0x5a4; none # Multiple uses;;;;;;;;;;;;
OOT_SHADOW_TEMPLE_FROM_LAIR; oot; 0x2b2; none;EXTRA;;;;;;;;;;;
OOT_INTERNAL_EXIT_GROTTO; oot; 0x7fff; none;;;;;;;;;;;;
MM_BOSS_TEMPLE_WOODFALL; mm; 0x3800; boss;MM_TEMPLE_WOODFALL; flags;no-sot; no-global; areas;MM Woodfall Temple Boss Access; MM Woodfall Temple Boss; debug;BOSS; Odolwa;;
MM_BOSS_TEMPLE_SNOWHEAD; mm; 0x8200; boss;MM_TEMPLE_SNOWHEAD; flags;no-sot; no-global; areas;MM Snowhead Temple Boss Access; MM Snowhead Temple Boss; debug;BOSS; Goht;;
MM_BOSS_TEMPLE_GREAT_BAY; mm; 0xb800; boss;MM_TEMPLE_GREAT_BAY; flags;no-sot; no-global; areas;MM Great Bay Temple Boss Access; MM Great Bay Temple Boss; debug;BOSS; Gyorg;;
MM_BOSS_TEMPLE_STONE_TOWER; mm; 0x6600; boss;MM_TEMPLE_STONE_TOWER_INVERTED; flags;no-sot; no-global; areas;MM Stone Tower Temple Boss Access; MM Stone Tower Temple Boss; debug;BOSS; Twinmold;;
MM_TEMPLE_WOODFALL; mm; 0x3000; dungeon;no-sot; maps;MM_WOODFALL; MM_TEMPLE_WOODFALL; areas;MM Woodfall Front of Temple; MM Woodfall Temple; reverse; MM_WOODFALL_FROM_TEMPLE; debug;DUNGEON; WFT
MM_TEMPLE_SNOWHEAD; mm; 0x3c00; dungeon;no-sot; maps;MM_SNOWHEAD; MM_TEMPLE_SNOWHEAD; areas;MM Snowhead; MM Snowhead Temple; reverse; MM_SNOWHEAD_FROM_TEMPLE; debug;DUNGEON; SHT
MM_TEMPLE_GREAT_BAY; mm; 0x8c00; dungeon;no-sot; maps;MM_ZORA_CAPE; MM_TEMPLE_GREAT_BAY; areas;MM Zora Cape Peninsula; MM Great Bay Temple; reverse; MM_GREAT_BAY_FROM_TEMPLE; debug;DUNGEON; GBT
MM_TEMPLE_STONE_TOWER_INVERTED; mm; 0x2a00; dungeon;no-sot; maps;MM_STONE_TOWER_INVERTED; MM_TEMPLE_STONE_TOWER_INVERTED; areas;MM Stone Tower Top Inverted; MM Stone Tower Temple Inverted; reverse; MM_STONE_TOWER_INVERTED_FROM_TEMPLE; debug;DUNGEON; ISTT
MM_TEMPLE_STONE_TOWER; mm; 0x2600; dungeon;no-sot; maps;MM_STONE_TOWER; MM_TEMPLE_STONE_TOWER; areas;MM Stone Tower Front of Temple; MM Stone Tower Temple; reverse; MM_STONE_TOWER_FROM_TEMPLE; debug;DUNGEON; STT
MM_SPIDER_HOUSE_SWAMP; mm; 0x4800; dungeon-sh;no-sot;MM_SWAMP; MM_SPIDER_HOUSE_SWAMP; areas;MM Near Swamp Spider House; MM Swamp Spider House; reverse; MM_SWAMP_FROM_SPIDER_HOUSE; debug;DUNGEON; SSH;
MM_SPIDER_HOUSE_OCEAN; mm; 0x4a00; dungeon-sh;no-sot;MM_GREAT_BAY_COAST; MM_SPIDER_HOUSE_OCEAN; areas;MM Great Bay Coast; MM Ocean Spider House; reverse; MM_GREAT_BAY_FROM_SPIDER_HOUSE; debug;DUNGEON; OSH;
MM_BENEATH_THE_WELL; mm; 0x9000; dungeon-btw;no-sot;MM_IKANA_VALLEY; MM_BENEATH_THE_WELL; areas;MM Ikana Canyon; MM Beneath The Well Entrance; reverse; MM_IKANA_CANYON_FROM_WELL; debug;DUNGEON; BtW (F);
MM_BENEATH_THE_WELL_BACK; mm; 0x9010; dungeon-btw;no-sot;MM_IKANA_CASTLE; MM_BENEATH_THE_WELL; areas;MM Ikana Castle Exterior; MM Beneath The Well End; reverse; MM_IKANA_CASTLE_EXTERIOR_FROM_WELL; debug;DUNGEON; BtW (B);
MM_IKANA_CASTLE; mm; 0x3430; dungeon-acoi;no-sot;MM_IKANA_CASTLE; MM_IKANA_CASTLE_INTERIOR; areas;MM Ikana Castle Exterior; MM Ancient Castle of Ikana; reverse; MM_IKANA_CASTLE_EXTERIOR_FROM_CASTLE; debug;DUNGEON; ACoI;
MM_SECRET_SHRINE; mm; 0xba00; dungeon-ss;no-sot;MM_IKANA_VALLEY; MM_SECRET_SHRINE; areas;MM Ikana Valley Near Secret Shrine; MM Secret Shrine; reverse; MM_IKANA_VALLEY_FROM_SHRINE; debug;DUNGEON; SS;
MM_PIRATE_FORTRESS; mm; 0x7000; dungeon-pf;no-sot;MM_GREAT_BAY_COAST; MM_PIRATE_ENTRANCE; areas;MM Great Bay Coast Fortress; MM Pirate Fortress; reverse; MM_GREAT_BAY_FROM_PIRATE_FORTRESS; debug;DUNGEON; PFE;
MM_CLOCK_TOWER_ROOF; mm; 0x2c00; dungeon-ctr;no-sot; maps;MM_CLOCK_TOWN; MM_CLOCK_TOWER_ROOF; areas;MM Clock Tower Platform; MM Clock Tower Roof; reverse; MM_CLOCK_TOWN_FROM_CLOCK_TOWER_ROOF;;;
MM_WOODFALL_FROM_TEMPLE; mm; 0x8610; dungeon-exit;MM_TEMPLE_WOODFALL; areas;MM Woodfall Temple; MM Woodfall Front of Temple; reverse; MM_TEMPLE_WOODFALL;;;;;;
MM_SNOWHEAD_FROM_TEMPLE; mm; 0xb210; dungeon-exit;MM_TEMPLE_SNOWHEAD; areas;MM Snowhead Temple; MM Snowhead; reverse; MM_TEMPLE_SNOWHEAD;;;;;;
MM_GREAT_BAY_FROM_TEMPLE; mm; 0x6a70; dungeon-exit;MM_TEMPLE_GREAT_BAY; areas;MM Great Bay Temple; MM Zora Cape Peninsula; reverse; MM_TEMPLE_GREAT_BAY;;;;;;
MM_STONE_TOWER_INVERTED_FROM_TEMPLE; mm; 0xac10; dungeon-exit;MM_TEMPLE_STONE_TOWER_INVERTED; areas;MM Stone Tower Temple Inverted; MM Stone Tower Top Inverted; reverse; MM_TEMPLE_STONE_TOWER_INVERTED;;;;;;
MM_STONE_TOWER_FROM_TEMPLE; mm; 0xaa20; dungeon-exit;MM_TEMPLE_STONE_TOWER; areas;MM Stone Tower Temple; MM Stone Tower Front of Temple; reverse; MM_TEMPLE_STONE_TOWER;;;;;;
MM_SWAMP_FROM_SPIDER_HOUSE; mm; 0x8480; dungeon-exit;MM_SPIDER_HOUSE_SWAMP; areas;MM Swamp Spider House; MM Near Swamp Spider House; reverse; MM_SPIDER_HOUSE_SWAMP;;;;;;
MM_GREAT_BAY_FROM_SPIDER_HOUSE; mm; 0x6880; dungeon-exit;MM_SPIDER_HOUSE_OCEAN; areas;MM Ocean Spider House; MM Great Bay Coast; reverse; MM_SPIDER_HOUSE_OCEAN;;;;;;
MM_IKANA_CANYON_FROM_WELL; mm; 0x2050; dungeon-exit;MM_BENEATH_THE_WELL; areas;MM Beneath The Well Entrance; MM Ikana Canyon; reverse; MM_BENEATH_THE_WELL;;;;;;
MM_IKANA_CASTLE_EXTERIOR_FROM_WELL; mm; 0x3400; dungeon-exit;MM_BENEATH_THE_WELL; areas;MM Beneath The Well End; MM Ikana Castle Exterior; reverse; MM_BENEATH_THE_WELL_BACK;;;;;;
MM_IKANA_CASTLE_EXTERIOR_FROM_CASTLE; mm; 0x3420; dungeon-exit;MM_IKANA_CASTLE_INTERIOR; areas;MM Ancient Castle of Ikana; MM Ikana Castle Exterior; reverse; MM_IKANA_CASTLE;;;;;;
MM_IKANA_VALLEY_FROM_SHRINE; mm; 0x20c0; dungeon-exit;MM_SECRET_SHRINE; areas;MM Secret Shrine; MM Ikana Valley Near Secret Shrine; reverse; MM_SECRET_SHRINE;;;;;;
MM_GREAT_BAY_FROM_PIRATE_FORTRESS; mm; 0x6850; dungeon-exit;no-global;MM_PIRATE_ENTRANCE; MM_GREAT_BAY_COAST; areas;MM Pirate Fortress; MM Great Bay Coast Fortress; reverse; MM_PIRATE_FORTRESS;;;;
MM_CLOCK_TOWN_FROM_CLOCK_TOWER_ROOF; mm; 0xd880; dungeon-exit;MM_CLOCK_TOWER_ROOF; areas;MM Clock Tower Roof; MM Clock Tower Platform; reverse; MM_CLOCK_TOWER_ROOF;;;;;;
MM_SWAMP_FROM_ROAD; mm; 0x8400; region;MM_ROAD_SWAMP; areas;MM Road to Southern Swamp; MM Swamp Front; reverse; MM_SWAMP_ROAD_FROM_SWAMP;;;;;;
MM_MOUNTAIN_VILLAGE_FROM_PATH; mm; 0x9a60; region;MM_ROAD_MOUNTAIN_VILLAGE; areas;MM Mountain Village Path Upper; MM Mountain Village; reverse; MM_PATH_FROM_MOUNTAIN_VILLAGE;;;;;;
MM_GREAT_BAY_COAST_FROM_FIELD; mm; 0x6800; region;MM_TERMINA_FIELD; areas;MM Great Bay Fence; MM Great Bay Coast; reverse; MM_TERMINA_FIELD_FROM_GREAT_BAY_COAST;;;;;;
MM_IKANA_VALLEY_FROM_ROAD; mm; 0x2000; region;MM_ROAD_IKANA; areas;MM Road to Ikana Top; MM Ikana Valley; reverse; MM_IKANA_ROAD_FROM_VALLEY;;;;;;
MM_ROMANI_RANCH_FROM_MILK_ROAD; mm; 0x6400; region;MM_MILK_ROAD; areas;MM Near Romani Ranch; MM Romani Ranch; reverse; MM_MILK_ROAD_FROM_ROMANI_RANCH; debug;REGION; Romani Ranch;;;
MM_SWAMP_ROAD_FROM_SWAMP; mm; 0x7a10; region-exit;MM_SWAMP; areas;MM Swamp Front; MM Road to Southern Swamp; reverse; MM_SWAMP_FROM_ROAD;;;;;;
MM_PATH_FROM_MOUNTAIN_VILLAGE; mm; 0x3210; region-exit;MM_MOUNTAIN_VILLAGE; areas;MM Mountain Village; MM Mountain Village Path Upper; reverse; MM_MOUNTAIN_VILLAGE_FROM_PATH;;;;;;
MM_TERMINA_FIELD_FROM_GREAT_BAY_COAST; mm; 0x5420; region-exit;MM_GREAT_BAY_COAST; areas;MM Great Bay Coast; MM Great Bay Fence; reverse; MM_GREAT_BAY_COAST_FROM_FIELD;;;;;;
MM_IKANA_ROAD_FROM_VALLEY; mm; 0xa010; region-exit;MM_IKANA_VALLEY; areas;MM Ikana Valley; MM Road to Ikana Top; reverse; MM_IKANA_VALLEY_FROM_ROAD;;;;;;
MM_MILK_ROAD_FROM_ROMANI_RANCH; mm; 0x3e10; region-exit;MM_ROMANI_RANCH; areas;MM Romani Ranch; MM Near Romani Ranch; reverse; MM_ROMANI_RANCH_FROM_MILK_ROAD;;;;;;
MM_CLOCK_TOWN_WEST_FROM_SOUTH_BOTTOM; mm; 0xd410; overworld;CLOCK_TOWN_WEST; areas;MM Clock Town South Lower West; MM Clock Town West; reverse; MM_CLOCK_TOWN_SOUTH_BOTTOM_FROM_WEST;;;;;;
MM_CLOCK_TOWN_SOUTH_BOTTOM_FROM_WEST; mm; 0xd850; overworld;CLOCK_TOWN_SOUTH; areas;MM Clock Town West; MM Clock Town South Lower West; reverse; MM_CLOCK_TOWN_WEST_FROM_SOUTH_BOTTOM;;;;;;
MM_CLOCK_TOWN_EAST_FROM_SOUTH_BOTTOM; mm; 0xd210; overworld;CLOCK_TOWN_EAST; areas;MM Clock Town South Lower East; MM Clock Town East; reverse; MM_CLOCK_TOWN_SOUTH_BOTTOM_FROM_EAST;;;;;;
MM_CLOCK_TOWN_SOUTH_BOTTOM_FROM_EAST; mm; 0xd870; overworld;CLOCK_TOWN_SOUTH; areas;MM Clock Town East Main; MM Clock Town South Lower East; reverse; MM_CLOCK_TOWN_EAST_FROM_SOUTH_BOTTOM;;;;;;
MM_CLOCK_TOWN_NORTH_FROM_EAST; mm; 0xd610; overworld;CLOCK_TOWN_NORTH; areas;MM Clock Town East Main; MM Clock Town North; reverse; MM_CLOCK_TOWN_EAST_FROM_NORTH;;;;;;
MM_CLOCK_TOWN_EAST_FROM_NORTH; mm; 0xd250; overworld;CLOCK_TOWN_EAST; areas;MM Clock Town North; MM Clock Town East; reverse; MM_CLOCK_TOWN_NORTH_FROM_EAST;;;;;;
MM_CLOCK_TOWN_NORTH_FROM_SOUTH; mm; 0xd620; overworld;CLOCK_TOWN_NORTH; areas;MM Clock Town South; MM Clock Town North; reverse; MM_CLOCK_TOWN_SOUTH_FROM_NORTH;;;;;;
MM_CLOCK_TOWN_SOUTH_FROM_NORTH; mm; 0xd840; overworld;CLOCK_TOWN_SOUTH; areas;MM Clock Town North; MM Clock Town South; reverse; MM_CLOCK_TOWN_NORTH_FROM_SOUTH;;;;;;
MM_CLOCK_TOWN_EAST_FROM_SOUTH_TOP; mm; 0xd230; overworld;CLOCK_TOWN_EAST; areas;MM Clock Town South Upper East; MM Clock Town East; reverse; MM_CLOCK_TOWN_SOUTH_TOP_FROM_EAST;;;;;;
MM_CLOCK_TOWN_SOUTH_TOP_FROM_EAST; mm; 0xd820; overworld;CLOCK_TOWN_SOUTH; areas;MM Clock Town East Main; MM Clock Town South Upper East; reverse; MM_CLOCK_TOWN_EAST_FROM_SOUTH_TOP;;;;;;
MM_CLOCK_TOWN_WEST_FROM_SOUTH_TOP; mm; 0xd420; overworld;CLOCK_TOWN_WEST; areas;MM Clock Town South Upper West; MM Clock Town West; reverse; MM_CLOCK_TOWN_SOUTH_TOP_FROM_WEST;;;;;;
MM_CLOCK_TOWN_SOUTH_TOP_FROM_WEST; mm; 0xd830; overworld;CLOCK_TOWN_SOUTH; areas;MM Clock Town West; MM Clock Town South Upper West; reverse; MM_CLOCK_TOWN_WEST_FROM_SOUTH_TOP;;;;;;
MM_CLOCK_TOWN_WEST_FROM_FIELD; mm; 0xd400; overworld;MM_TERMINA_FIELD; areas;MM Termina Field; MM Clock Town West; reverse; MM_TERMINA_FIELD_FROM_CLOCK_TOWN_WEST;;;;;;
MM_CLOCK_TOWN_SOUTH_FROM_FIELD; mm; 0xd810; overworld;MM_TERMINA_FIELD; areas;MM Termina Field; MM Clock Town South; reverse; MM_TERMINA_FIELD_FROM_CLOCK_TOWN_SOUTH;;;;;;
MM_CLOCK_TOWN_EAST_FROM_FIELD; mm; 0xd200; overworld;MM_TERMINA_FIELD; areas;MM Termina Field; MM Clock Town East; reverse; MM_TERMINA_FIELD_FROM_CLOCK_TOWN_EAST;;;;;;
MM_CLOCK_TOWN_NORTH_FROM_FIELD; mm; 0xd600; overworld;MM_TERMINA_FIELD; areas;MM Termina Field; MM Clock Town North; reverse; MM_TERMINA_FIELD_FROM_CLOCK_TOWN_NORTH;;;;;;
MM_CLOCK_TOWN_SOUTH_FROM_LAUNDRY_POOL; mm; 0xd860; overworld;MM_CLOCK_TOWN; areas;MM Laundry Pool; MM Clock Town South; reverse; MM_LAUNDRY_POOL;;;;;;
MM_LAUNDRY_POOL; mm; 0xda00; overworld;MM_LAUNDRY_POOL; areas;MM Clock Town South; MM Laundry Pool; reverse; MM_CLOCK_TOWN_SOUTH_FROM_LAUNDRY_POOL;;;;;;
MM_TERMINA_FIELD_FROM_CLOCK_TOWN_WEST; mm; 0x5400; overworld;MM_CLOCK_TOWN; areas;MM Clock Town West; MM Termina Field; reverse; MM_CLOCK_TOWN_WEST_FROM_FIELD;;;;;;
MM_TERMINA_FIELD_FROM_CLOCK_TOWN_SOUTH; mm; 0x5460; overworld;MM_CLOCK_TOWN; areas;MM Clock Town South; MM Termina Field; reverse; MM_CLOCK_TOWN_SOUTH_FROM_FIELD;;;;;;
MM_TERMINA_FIELD_FROM_CLOCK_TOWN_EAST; mm; 0x5470; overworld;MM_CLOCK_TOWN; areas;MM Clock Town East Main; MM Termina Field; reverse; MM_CLOCK_TOWN_EAST_FROM_FIELD;;;;;;
MM_TERMINA_FIELD_FROM_CLOCK_TOWN_NORTH; mm; 0x5480; overworld;MM_CLOCK_TOWN; areas;MM Clock Town North; MM Termina Field; reverse; MM_CLOCK_TOWN_NORTH_FROM_FIELD;;;;;;
MM_IKANA_ROAD_FROM_FIELD; mm; 0xa000; overworld;MM_TERMINA_FIELD; areas;MM Termina Field; MM Road to Ikana Front; reverse; MM_TERMINA_FIELD_FROM_ROAD_TO_IKANA; debug;REGION; Road to Ikana;;;
MM_TERMINA_FIELD_FROM_ROAD_TO_IKANA; mm; 0x5440; overworld;MM_ROAD_IKANA; areas;MM Road to Ikana Front; MM Termina Field; reverse; MM_IKANA_ROAD_FROM_FIELD;;;;;;
MM_MOUNTAIN_VILLAGE_PATH_FROM_TERMINA_FIELD; mm; 0x3200; overworld;MM_TERMINA_FIELD; areas;MM Behind Large Icicles; MM Mountain Village Path Lower; reverse; MM_TERMINA_FIELD_FROM_PATH_TO_MOUNTAIN_VILLAGE; debug;REGION; Path to Mountain;;;
MM_TERMINA_FIELD_FROM_PATH_TO_MOUNTAIN_VILLAGE; mm; 0x5430; overworld;MM_ROAD_MOUNTAIN_VILLAGE; areas;MM Mountain Village Path Lower; MM Behind Large Icicles; reverse; MM_MOUNTAIN_VILLAGE_PATH_FROM_TERMINA_FIELD;;;;;;
MM_SWAMP_ROAD_FROM_FIELD; mm; 0x7a00; overworld;MM_TERMINA_FIELD; areas;MM Termina Field; MM Road to Southern Swamp; reverse; MM_TERMINA_FIELD_FROM_ROAD_TO_SWAMP;;;;;;
MM_TERMINA_FIELD_FROM_ROAD_TO_SWAMP; mm; 0x5410; overworld;MM_ROAD_SWAMP; areas;MM Road to Southern Swamp; MM Termina Field; reverse; MM_SWAMP_ROAD_FROM_FIELD;;;;;;
MM_MILK_ROAD_FROM_FIELD; mm; 0x3e00; overworld;MM_TERMINA_FIELD; areas;MM Termina Field; MM Milk Road; reverse; MM_TERMINA_FIELD_FROM_MILK_ROAD;;;;;;
MM_TERMINA_FIELD_FROM_MILK_ROAD; mm; 0x5450; overworld;MM_MILK_ROAD; areas;MM Milk Road; MM Termina Field; reverse; MM_MILK_ROAD_FROM_FIELD;;;;;;
MM_GORMAN_TRACK_FROM_MILK_ROAD; mm; 0xce00; overworld;MM_MILK_ROAD; areas;MM Milk Road; MM Gorman Track Front; reverse; MM_MILK_ROAD_FROM_GORMAN_TRACK;;;;;;
MM_MILK_ROAD_FROM_GORMAN_TRACK; mm; 0x3e30; overworld;MM_GORMAN_TRACK; areas;MM Gorman Track Front; MM Milk Road; reverse; MM_GORMAN_TRACK_FROM_MILK_ROAD;;;;;;
MM_GORMAN_BACK_FROM_MILK_ROAD; mm; 0xce30; overworld;MM_MILK_ROAD; areas;MM Behind Gorman Fence; MM Gorman Track Back; reverse; MM_MILK_ROAD_FROM_GORMAN_BACK;;;;;;
MM_MILK_ROAD_FROM_GORMAN_BACK; mm; 0x3e20; overworld;MM_GORMAN_TRACK; areas;MM Gorman Track Back; MM Behind Gorman Fence; reverse; MM_GORMAN_BACK_FROM_MILK_ROAD;;;;;;
MM_SNOWHEAD_PATH_FROM_MOUNTAIN_VILLAGE; mm; 0xb000; overworld;MM_MOUNTAIN_VILLAGE; areas;MM Mountain Village; MM Path to Snowhead Front; reverse; MM_MOUNTAIN_VILLAGE_FROM_SNOWHEAD_PATH;;;;;;
MM_MOUNTAIN_VILLAGE_FROM_SNOWHEAD_PATH; mm; 0x9a40; overworld;MM_ROAD_SNOWHEAD; areas;MM Path to Snowhead Front; MM Mountain Village; reverse; MM_SNOWHEAD_PATH_FROM_MOUNTAIN_VILLAGE;;;;;;
MM_SNOWHEAD_FROM_SNOWHEAD_PATH; mm; 0xb200; overworld;MM_ROAD_SNOWHEAD; areas;MM Path to Snowhead Back; MM Snowhead Entrance; reverse; MM_PATH_SNOWHEAD_FROM_SNOWHEAD;;;;;;
MM_PATH_SNOWHEAD_FROM_SNOWHEAD; mm; 0xb010; overworld;MM_SNOWHEAD; areas;MM Snowhead Entrance; MM Path to Snowhead Back; reverse; MM_SNOWHEAD_FROM_SNOWHEAD_PATH;;;;;;
MM_IKANA_GRAVEYARD; mm; 0x8000; overworld;MM_ROAD_IKANA; areas;MM Road to Ikana Center; MM Ikana Graveyard; reverse; MM_IKANA_ROAD_FROM_IKANA_GRAVEYARD; debug;REGION; Ikana Graveyard;;;
MM_IKANA_ROAD_FROM_IKANA_GRAVEYARD; mm; 0xa020; overworld;MM_GRAVEYARD; areas;MM Ikana Graveyard; MM Road to Ikana Center; reverse; MM_IKANA_GRAVEYARD;;;;;;
MM_ZORA_CAPE_FROM_GREAT_BAY_COAST; mm; 0x6a00; overworld;MM_GREAT_BAY_COAST; areas;MM Great Bay Coast; MM Zora Cape; reverse; MM_GREAT_BAY_COAST_FROM_ZORA_CAPE;;;;;;
MM_GREAT_BAY_COAST_FROM_ZORA_CAPE; mm; 0x6810; overworld;MM_ZORA_CAPE; areas;MM Zora Cape; MM Great Bay Coast; reverse; MM_ZORA_CAPE_FROM_GREAT_BAY_COAST;;;;;;
MM_PINNACLE_ROCK; mm; 0x4400; overworld;no-global;MM_GREAT_BAY_COAST; MM_PINNACLE_ROCK; areas;MM Great Bay Coast Near Pinnacle; MM Pinnacle Rock Entrance; reverse; MM_GREAT_BAY_FROM_PINNACLE_ROCK;;;;
MM_GREAT_BAY_FROM_PINNACLE_ROCK; mm; 0x6830; overworld;no-global;MM_PINNACLE_ROCK; MM_GREAT_BAY_COAST; areas;MM Pinnacle Rock Entrance; MM Great Bay Coast Near Pinnacle; reverse; MM_PINNACLE_ROCK};;;;
MM_ZORA_CAPE_FROM_HALL_WATER; mm; 0x6a10; overworld;no-global;MM_ZORA_HALL; MM_ZORA_CAPE; areas;MM Zora Hall Entrance; MM Zora Cape Near Hall; reverse; MM_ZORA_HALL_UNDERWATER;;;;
MM_ZORA_HALL_UNDERWATER; mm; 0x6000; overworld;MM_ZORA_CAPE; areas;MM Zora Cape Near Hall; MM Zora Hall Entrance; reverse; MM_ZORA_CAPE_FROM_HALL_WATER;;;;;;
MM_ZORA_CAPE_PENINSULA; mm; 0x6a20; overworld;MM_ZORA_HALL; areas;MM Zora Hall; MM Zora Cape Peninsula; reverse; MM_ZORA_HALL_LEDGE;;;;;;
MM_ZORA_HALL_LEDGE; mm; 0x6010; overworld;MM_ZORA_CAPE; areas;MM Zora Cape Peninsula; MM Zora Hall; reverse; MM_ZORA_CAPE_PENINSULA;;;;;;
MM_DEKU_PALACE_MAIN_ENTRANCE; mm; 0x5000; overworld;MM_SWAMP; areas;MM Swamp Back; MM Deku Palace Front; reverse; MM_SWAMP_FROM_PALACE_MAIN_ENTRANCE;;;;;;
MM_SWAMP_FROM_PALACE_MAIN_ENTRANCE; mm; 0x8430; overworld;MM_DEKU_PALACE; areas;MM Deku Palace Front; MM Swamp Back; reverse; MM_DEKU_PALACE_MAIN_ENTRANCE;;;;;;
MM_DEKU_PALACE_LEDGE; mm; 0x5050; overworld;MM_SWAMP; areas;MM Swamp Canopy Front; MM Deku Palace Cliff; reverse; MM_SWAMP_FROM_PALACE_LEDGE;;;;;;
MM_SWAMP_FROM_PALACE_LEDGE; mm; 0x8440; overworld;MM_DEKU_PALACE; areas;MM Deku Palace Cliff; MM Swamp Canopy Front; reverse; MM_DEKU_PALACE_LEDGE;;;;;;
MM_WOODFALL; mm; 0x8600; overworld;MM_SWAMP; areas;MM Swamp Canopy Back; MM Woodfall; reverse; MM_SWAMP_FROM_WOODFALL;;;;;;
MM_SWAMP_FROM_WOODFALL; mm; 0x8420; overworld;MM_WOODFALL; areas;MM Woodfall; MM Swamp Canopy Back; reverse; MM_WOODFALL;;;;;;
MM_MYSTERY_WOODS; mm; 0xc200; overworld;MM_SWAMP; areas;MM Swamp Near Potion Shop; MM Woods of Mystery; reverse; MM_SWAMP_FROM_MYSTERY_WOODS; debug;REGION; Mystery Woods;;;
MM_SWAMP_FROM_MYSTERY_WOODS; mm; 0x8470; overworld;MM_MYSTERY_WOODS; areas;MM Woods of Mystery Lost; MM Swamp Near Potion Shop; reverse; MM_MYSTERY_WOODS;;;;;;
MM_SEWERS_FROM_EXTERIOR_GATE; mm; 0x4090; overworld-pf;no-global;MM_PIRATE_ENTRANCE; MM_PIRATE_SEWERS; areas;MM Pirate Fortress Entrance; MM Pirate Fortress Sewers; reverse; MM_EXTERIOR_GATE_FROM_SEWERS;;;;
MM_EXTERIOR_GATE_FROM_SEWERS; mm; 0x7020; overworld-pf;no-global;MM_PIRATE_SEWERS; MM_PIRATE_ENTRANCE; areas;MM Pirate Fortress Sewers; MM Pirate Fortress Sewers Entrance; reverse; MM_SEWERS_FROM_EXTERIOR_GATE;;;;
MM_PIRATE_FORTRESS_INTERIOR; mm; 0x2200; overworld-pf;MM_PIRATE_ENTRANCE; areas;MM Pirate Fortress Entrance Balcony; MM Pirate Fortress Interior; reverse; MM_PIRATE_FORTRESS_EXTERIOR_FROM_INTERIOR;;;;;;
MM_PIRATE_FORTRESS_EXTERIOR_FROM_INTERIOR; mm; 0x7010; overworld-pf;MM_PIRATE_INTERIOR; areas;MM Pirate Fortress Interior; MM Pirate Fortress Entrance Balcony; reverse; MM_PIRATE_FORTRESS_INTERIOR;;;;;;
MM_PIRATE_FORTRESS_INTERIOR_FROM_LOOKOUT; mm; 0x22c0; overworld-pf;MM_PIRATE_ENTRANCE; areas;MM Pirate Fortress Entrance Lookout; MM Pirate Fortress Barrel Maze Entry; reverse; MM_PIRATE_FORTRESS_EXTERIOR_LOOKOUT};;;;;;
